tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
ORF_20438	-	-	ORF_20438	-	-	refORF_20438:0-1545	-	-	3.58809	2.86488	4.31131	OK
ORF_20439	-	-	ORF_20439	-	-	refORF_20439:0-366	-	-	24.7079	19.5366	29.8791	OK
ORF_20440	-	-	ORF_20440	-	-	refORF_20440:0-678	-	-	43.4352	39.2554	47.615	OK
ORF_20441	-	-	ORF_20441	-	-	refORF_20441:0-3657	-	-	13.3296	12.4491	14.2101	OK
ORF_20442	-	-	ORF_20442	-	-	refORF_20442:0-3213	-	-	10.7474	9.90314	11.5916	OK
ORF_20443	-	-	ORF_20443	-	-	refORF_20443:0-2994	-	-	13.1659	12.199	14.1328	OK
ORF_20444	-	-	ORF_20444	-	-	refORF_20444:0-771	-	-	2.34479	1.45854	3.23103	OK
ORF_20445	-	-	ORF_20445	-	-	refORF_20445:0-987	-	-	9.01354	7.52669	10.5004	OK
ORF_20446	-	-	ORF_20446	-	-	refORF_20446:0-396	-	-	71.2473	63.1339	79.3607	OK
ORF_20447	-	-	ORF_20447	-	-	refORF_20447:0-1575	-	-	8.44036	7.32774	9.55298	OK
ORF_20448	-	-	ORF_20448	-	-	refORF_20448:0-1509	-	-	18.3894	16.7199	20.0588	OK
ORF_20449	-	-	ORF_20449	-	-	refORF_20449:0-2640	-	-	5.5699	4.89309	6.2467	OK
ORF_20450	-	-	ORF_20450	-	-	refORF_20450:0-1044	-	-	0.515425	0.171808	0.859042	OK
ORF_20451	-	-	ORF_20451	-	-	refORF_20451:0-1281	-	-	44.1282	41.2829	46.9736	OK
ORF_20452	-	-	ORF_20452	-	-	refORF_20452:0-1302	-	-	13.5815	12.0226	15.1403	OK
ORF_20453	-	-	ORF_20453	-	-	refORF_20453:0-459	-	-	357.991	342.049	373.933	OK
ORF_20454	-	-	ORF_20454	-	-	refORF_20454:0-1533	-	-	53.3847	50.5898	56.1797	OK
ORF_20455	-	-	ORF_20455	-	-	refORF_20455:0-2292	-	-	2.22507	1.76765	2.6825	OK
ORF_20456	-	-	ORF_20456	-	-	refORF_20456:0-1962	-	-	1.16593	0.803292	1.52856	OK
ORF_20457	-	-	ORF_20457	-	-	refORF_20457:0-2595	-	-	45.1643	43.2407	47.0879	OK
ORF_20458	-	-	ORF_20458	-	-	refORF_20458:0-2232	-	-	0.409816	0.211026	0.608605	OK
ORF_20459	-	-	ORF_20459	-	-	refORF_20459:0-1245	-	-	2.97323	2.21267	3.73378	OK
ORF_20460	-	-	ORF_20460	-	-	refORF_20460:0-858	-	-	1.24083	0.63894	1.84272	OK
ORF_20461	-	-	ORF_20461	-	-	refORF_20461:0-1032	-	-	7.72417	6.38462	9.06372	OK
ORF_20462	-	-	ORF_20462	-	-	refORF_20462:0-393	-	-	10.4534	7.31157	13.5952	OK
ORF_20463	-	-	ORF_20463	-	-	refORF_20463:0-726	-	-	5.80156	4.31752	7.28561	OK
ORF_20464	-	-	ORF_20464	-	-	refORF_20464:0-471	-	-	47.6474	41.8984	53.3964	OK
