ORF_1	41
ORF_10	2880
ORF_100	0
ORF_1000	193
ORF_10000	0
ORF_10001	39
ORF_10002	254
ORF_10003	1139
ORF_10004	57
ORF_10005	45
ORF_10006	29
ORF_10007	4
ORF_10008	39
ORF_10009	0
ORF_1001	9
ORF_10010	0
ORF_10011	48
ORF_10012	0
ORF_10013	33
ORF_10014	0
ORF_10015	0
ORF_10016	1318
ORF_10017	11
ORF_10018	4
ORF_10019	0
ORF_1002	0
ORF_10020	47
ORF_10021	124
ORF_10022	0
ORF_10023	2
ORF_10024	399
ORF_10025	280
ORF_10026	0
ORF_10027	596
ORF_10028	3
ORF_10029	1
ORF_1003	44
ORF_10030	541
ORF_10031	52
ORF_10032	50
ORF_10033	11
ORF_10034	0
ORF_10035	32
ORF_10036	8
ORF_10037	7
ORF_10038	2187
ORF_10039	2
ORF_1004	326
ORF_10040	0
ORF_10041	199
ORF_10042	0
ORF_10043	5
ORF_10044	191
ORF_10045	0
ORF_10046	348
ORF_10047	0
ORF_10048	0
ORF_10049	1012
ORF_1005	157
ORF_10050	0
ORF_10051	507
ORF_10052	30
ORF_10053	206
ORF_10054	0
ORF_10055	0
ORF_10056	441
ORF_10057	0
ORF_10058	0
ORF_10059	0
ORF_1006	2628
ORF_10060	0
ORF_10061	0
ORF_10062	0
ORF_10063	6
ORF_10064	0
ORF_10065	319
ORF_10066	0
ORF_10067	161
ORF_10068	2591
ORF_10069	0
ORF_1007	10
ORF_10070	0
ORF_10071	0
ORF_10072	59
ORF_10073	0
ORF_10074	0
ORF_10075	66
ORF_10076	0
ORF_10077	0
ORF_10078	14
ORF_10079	12
ORF_1008	882
ORF_10080	0
ORF_10081	0
ORF_10082	0
ORF_10083	388
ORF_10084	29
ORF_10085	0
ORF_10086	989
ORF_10087	0
ORF_10088	1
ORF_10089	0
ORF_1009	243
ORF_10090	0
ORF_10091	45
ORF_10092	0
ORF_10093	0
ORF_10094	404
ORF_10095	361
ORF_10096	1507
ORF_10097	24
ORF_10098	3235
ORF_10099	70
ORF_101	0
ORF_1010	35
ORF_10100	15
ORF_10101	32
ORF_10102	381
ORF_10103	0
ORF_10104	0
ORF_10105	0
ORF_10106	37
ORF_10107	0
ORF_10108	158
ORF_10109	606
ORF_1011	5690
ORF_10110	76
ORF_10111	192
ORF_10112	0
ORF_10113	0
ORF_10114	0
ORF_10115	12
ORF_10116	247
ORF_10117	3
ORF_10118	214
ORF_10119	9
ORF_1012	1050
ORF_10120	0
ORF_10121	324
ORF_10122	0
ORF_10123	0
ORF_10124	0
ORF_10125	0
ORF_10126	75
ORF_10127	1
ORF_10128	0
ORF_10129	1
ORF_1013	454
ORF_10130	401
ORF_10131	0
ORF_10132	407
ORF_10133	0
ORF_10134	0
ORF_10135	33
ORF_10136	194
ORF_10137	1194
ORF_10138	27
ORF_10139	0
ORF_1014	180
ORF_10140	0
ORF_10141	13
ORF_10142	29
ORF_10143	0
ORF_10144	7
ORF_10145	260
ORF_10146	1
ORF_10147	2
ORF_10148	0
ORF_10149	25
ORF_1015	4039
ORF_10150	4
ORF_10151	0
