ORF_1	28
ORF_10	3000
ORF_100	0
ORF_1000	313
ORF_10000	1
ORF_10001	47
ORF_10002	125
ORF_10003	1149
ORF_10004	0
ORF_10005	35
ORF_10006	31
ORF_10007	24
ORF_10008	46
ORF_10009	0
ORF_1001	0
ORF_10010	0
ORF_10011	47
ORF_10012	0
ORF_10013	31
ORF_10014	0
ORF_10015	0
ORF_10016	94
ORF_10017	7
ORF_10018	0
ORF_10019	0
ORF_1002	0
ORF_10020	33
ORF_10021	18
ORF_10022	1649
ORF_10023	6
ORF_10024	495
ORF_10025	609
ORF_10026	0
ORF_10027	1055
ORF_10028	1
ORF_10029	1
ORF_1003	19
ORF_10030	438
ORF_10031	33
ORF_10032	32
ORF_10033	63
ORF_10034	0
ORF_10035	41
ORF_10036	1
ORF_10037	3
ORF_10038	3568
ORF_10039	0
ORF_1004	307
ORF_10040	0
ORF_10041	205
ORF_10042	0
ORF_10043	4
ORF_10044	130
ORF_10045	0
ORF_10046	608
ORF_10047	0
ORF_10048	0
ORF_10049	806
ORF_1005	89
ORF_10050	0
ORF_10051	649
ORF_10052	27
ORF_10053	189
ORF_10054	0
ORF_10055	0
ORF_10056	422
ORF_10057	28
ORF_10058	0
ORF_10059	0
ORF_1006	188
ORF_10060	0
ORF_10061	0
ORF_10062	0
ORF_10063	28
ORF_10064	0
ORF_10065	139
ORF_10066	0
ORF_10067	121
ORF_10068	4188
ORF_10069	0
ORF_1007	4
ORF_10070	24
ORF_10071	0
ORF_10072	49
ORF_10073	0
ORF_10074	0
ORF_10075	130
ORF_10076	0
ORF_10077	0
ORF_10078	15
ORF_10079	5
ORF_1008	1171
ORF_10080	1
ORF_10081	0
ORF_10082	0
ORF_10083	255
ORF_10084	240
ORF_10085	0
ORF_10086	1383
ORF_10087	0
ORF_10088	2
ORF_10089	0
ORF_1009	64
ORF_10090	0
ORF_10091	81
ORF_10092	0
ORF_10093	0
ORF_10094	247
ORF_10095	506
ORF_10096	1340
ORF_10097	0
ORF_10098	1960
ORF_10099	220
ORF_101	2
ORF_1010	48
ORF_10100	0
ORF_10101	264
ORF_10102	265
ORF_10103	0
ORF_10104	0
ORF_10105	303
ORF_10106	20
ORF_10107	0
ORF_10108	60
ORF_10109	283
ORF_1011	1476
ORF_10110	150
ORF_10111	290
ORF_10112	0
ORF_10113	0
ORF_10114	0
ORF_10115	14
ORF_10116	1223
ORF_10117	0
ORF_10118	180
ORF_10119	5
ORF_1012	765
ORF_10120	0
ORF_10121	277
ORF_10122	0
ORF_10123	0
ORF_10124	0
ORF_10125	0
ORF_10126	0
ORF_10127	1
ORF_10128	0
ORF_10129	2
ORF_1013	328
ORF_10130	479
ORF_10131	0
ORF_10132	620
ORF_10133	3
ORF_10134	0
ORF_10135	26
ORF_10136	350
ORF_10137	6990
ORF_10138	49
ORF_10139	0
ORF_1014	1027
ORF_10140	0
ORF_10141	46
ORF_10142	74
ORF_10143	24
ORF_10144	2441
ORF_10145	283
ORF_10146	0
ORF_10147	168
ORF_10148	3
ORF_10149	71
ORF_1015	660
ORF_10150	101
ORF_10151	13
ORF_10152	5
ORF_10153	3
ORF_10154	0
ORF_10155	360
ORF_10156	30
ORF_10157	9
ORF_10158	2
ORF_10159	0
ORF_1016	0
ORF_10160	0
ORF_10161	1
ORF_10162	0
ORF_10163	10
ORF_10164	0
ORF_10165	61
ORF_10166	13
ORF_10167	0
ORF_10168	0
ORF_10169	25
ORF_1017	866
ORF_10170	214
ORF_10171	0
ORF_10172	3
ORF_10173	0
ORF_10174	3
ORF_10175	0
ORF_10176	2905
ORF_10177	124
ORF_10178	139
ORF_10179	44
ORF_1018	0
ORF_10180	0
ORF_10181	134
ORF_10182	0
ORF_10183	0
ORF_10184	0
ORF_10185	15
ORF_10186	0
ORF_10187	6
ORF_10188	95
ORF_10189	0
ORF_1019	0
ORF_10190	0
ORF_10191	1953
ORF_10192	0
ORF_10193	1
ORF_10194	0
ORF_10195	1572
ORF_10196	0
ORF_10197	156
ORF_10198	0
ORF_10199	0
ORF_102	0
ORF_1020	26
ORF_10200	9
ORF_10201	569
ORF_10202	10
ORF_10203	2715
ORF_10204	0
ORF_10205	0
ORF_10206	87
ORF_10207	0
