tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
ORF_2189	-	-	ORF_2189	-	-	refORF_2189:0-2289	-	-	8.98941	7.98492	9.99389	OK
ORF_2190	-	-	ORF_2190	-	-	refORF_2190:0-1041	-	-	61.8272	57.6881	65.9662	OK
ORF_2191	-	-	ORF_2191	-	-	refORF_2191:0-1074	-	-	129.009	123.205	134.814	OK
ORF_2192	-	-	ORF_2192	-	-	refORF_2192:0-4218	-	-	43.5181	41.9325	45.1038	OK
ORF_2193	-	-	ORF_2193	-	-	refORF_2193:0-2586	-	-	25.9654	24.3692	27.5617	OK
ORF_2194	-	-	ORF_2194	-	-	refORF_2194:0-1821	-	-	12.7277	11.3745	14.0809	OK
ORF_2195	-	-	ORF_2195	-	-	refORF_2195:0-1317	-	-	23.2497	21.0465	25.4529	OK
ORF_2196	-	-	ORF_2196	-	-	refORF_2196:0-2112	-	-	8.60555	7.57952	9.63158	OK
ORF_2197	-	-	ORF_2197	-	-	refORF_2197:0-750	-	-	83.1948	77.3128	89.0768	OK
ORF_2198	-	-	ORF_2198	-	-	refORF_2198:0-927	-	-	149.425	142.59	156.259	OK
ORF_2199	-	-	ORF_2199	-	-	refORF_2199:0-360	-	-	396.105	373.392	418.819	OK
ORF_2200	-	-	ORF_2200	-	-	refORF_2200:0-1899	-	-	90.2418	86.7417	93.7419	OK
ORF_2201	-	-	ORF_2201	-	-	refORF_2201:0-558	-	-	197.138	186.083	208.192	OK
ORF_2202	-	-	ORF_2202	-	-	refORF_2202:0-1860	-	-	51.2216	48.5467	53.8966	OK
ORF_2203	-	-	ORF_2203	-	-	refORF_2203:0-810	-	-	57.3721	52.716	62.0283	OK
ORF_2204	-	-	ORF_2204	-	-	refORF_2204:0-2313	-	-	37.1391	35.1103	39.1679	OK
ORF_2205	-	-	ORF_2205	-	-	refORF_2205:0-1986	-	-	34.8868	32.7553	37.0183	OK
ORF_2206	-	-	ORF_2206	-	-	refORF_2206:0-657	-	-	242.979	232.069	253.89	OK
ORF_2207	-	-	ORF_2207	-	-	refORF_2207:0-1614	-	-	17.7397	16.0294	19.4501	OK
